Animal_Type,Breed,Age,Gender,Weight,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Duration,Appetite_Loss,Vomiting,Diarrhea,Coughing,Labored_Breathing,Lameness,Skin_Lesions,Nasal_Discharge,Eye_Discharge,Body_Temperature,Heart_Rate,Disease_Prediction
Cow,Hereford,8,Male,492.3,Appetite Loss,Diarrhea,Lethargy,Decreased Milk Yield,7 days,Yes,No,Yes,No,No,No,No,No,No,39.7°C,65,Johne's Disease
Cat,Sphynx,3,Female,2.8,Coughing,Nasal Discharge,Eye Discharge,Appetite Loss,6 days,Yes,No,Yes,No,Yes,No,Yes,No,No,39.2°C,203,Feline Viral Rhinotracheitis
Horse,American Quarter,7,Male,616.9,Lameness,Swollen Legs,Appetite Loss,Fever,6 days,Yes,No,Yes,No,Yes,No,Yes,Yes,No,38.8°C,46,Equine Influenza Virus
Cow,Charolais,1,Female,610.9,Coughing,Appetite Loss,Lethargy,Fever,4 days,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,40.5°C,90,Bovine Respiratory Disease
Dog,Labrador Retriever,11,Female,10.1,Coughing,Appetite Loss,Lethargy,Fever,1 week,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,40.4°C,127,Kennel Cough
Goat,Angora,12,Female,105.2,Vomiting,Appetite Loss,Lethargy,Fever,6 days,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,41.2°C,89,Caprine Pleuropneumonia
Goat,Kiko,6,Male,100.4,Vomiting,Diarrhea,Lethargy,Fever,5 days,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,40.1°C,89,Foot-and-Mouth Disease
Goat,Alpine,4,Female,85.8,Fever,Vomiting,Diarrhea,Appetite Loss,6 days,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,41.0°C,94,Caprine Pleuropneumonia
Sheep,Leicester Longwool,1,Female,60.1,Coughing,Labored Breathing,Nasal Discharge,Appetite Loss,4 days,No,No,Yes,Yes,No,Yes,Yes,No,Yes,39.3°C,82,Pasteurellosis
Cat,Bombay,1,Male,5.9,Vomiting,Appetite Loss,Lethargy,Diarrhea,4 days,Yes,Yes,Yes,No,No,No,No,No,No,38.5°C,213,Intestinal Parasites
Cat,Bengal,5,Female,7.8,Coughing,Appetite Loss,Nasal Discharge,Fever,5 days,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,40.6°C,246,Feline Panleukopenia Virus
Cow,Hereford,10,Female,720.9,Diarrhea,Lethargy,Appetite Loss,Decreased Milk Yield,5 days,Yes,No,Yes,No,No,No,No,No,No,38.2°C,81,Salmonellosis
Cat,Bombay,8,Male,8.3,Eye Discharge,Nasal Discharge,Sneezing,Coughing,4 days,Yes,No,No,Yes,No,Yes,Yes,No,No,39.5°C,169,Feline Herpesvirus
Rabbit,Mini Rex,8,Female,4.1,Sneezing,Appetite Loss,Nasal Discharge,Fever,4 days,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,40.4°C,226,Viral Hemorrhagic Disease
Horse,Standardbred,12,Female,319.2,Lameness,Swollen Joints,Lethargy,Weight Loss,6 days,No,No,No,Yes,No,Yes,Yes,No,No,37.3°C,46,Degenerative Joint Disease
Dog,Poodle,2,Male,5.2,Lethargy,Vomiting,Appetite Loss,Fever,3 days,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,39.8°C,172,Canine Heartworm Disease
Pig,Chester White,6,Female,86.6,Vomiting,Fever,Appetite Loss,Lethargy,5 days,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,40.3°C,103,Actinobacillus Suis
Cat,Scottish Fold,3,Male,4.1,Nasal Discharge,Coughing,Appetite Loss,Lethargy,3 days,Yes,No,No,Yes,No,Yes,Yes,No,Yes,38.2°C,198,Feline Calicivirus
Rabbit,English Lop,3,Female,4.8,Lethargy,Appetite Loss,Weight Loss,Diarrhea,5 days,Yes,No,Yes,No,Yes,Yes,No,No,Yes,39.7°C,230,Gastrointestinal Stasis
Horse,Percheron,15,Female,409.3,Lameness,Swollen Legs,Appetite Loss,Fever,8 days,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,38.8°C,55,Equine Infectious Anemia
Dog,Rottweiler,10,Female,30.5,Lameness,Fever,Skin Lesions,Lethargy,8 days,Yes,No,No,No,No,Yes,Yes,No,No,39.6°C,148,Tick-Borne Disease
Goat,Toggenburg,8,Female,106.3,Vomiting,Diarrhea,Lethargy,Fever,5 days,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,40.4°C,89,Caprine Arthritis Encephalitis Virus
Sheep,Corriedale,10,Male,68.9,Coughing,Lethargy,Appetite Loss,Swollen Joints,6 days,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,39.6°C,76,Scrapie
Cow,Aberdeen Angus,7,Female,604.8,Coughing,Appetite Loss,Lethargy,Fever,7 days,Yes,No,Yes,No,Yes,Yes,No,Yes,No,40.5°C,78,Johne's Disease
Cat,Siamese,3,Male,2.2,Lethargy,Appetite Loss,Weight Loss,Dehydration,8 days,Yes,Yes,Yes,No,No,No,Yes,Yes,No,38.8°C,182,Feline Renal Disease
Cat,Abyssinian,18,Male,6.7,Lethargy,Vomiting,Appetite Loss,Weight Loss,5 days,Yes,No,No,Yes,Yes,No,Yes,No,No,39.3°C,208,Hyperthyroidism
Dog,Pit Bull,12,Female,43.4,Lameness,Fever,Skin Lesions,Lethargy,7 days,Yes,No,No,No,No,Yes,Yes,No,No,40.9°C,173,Lyme Disease
Rabbit,English Angora,6,Male,3.0,Sneezing,Nasal Discharge,Appetite Loss,Fever,3 days,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,41.0°C,254,Myxomatosis
Cow,Red Poll,6,Male,623.1,Weight Loss,Reduced Milk Production,Lethargy,Appetite Loss,7 days,Yes,No,Yes,No,Yes,Yes,No,No,No,38.6°C,70,Tuberculosis
Rabbit,Mini Rex,3,Female,5.3,Sneezing,Appetite Loss,Nasal Discharge,Fever,3 days,Yes,Yes,No,Yes,No,Yes,Yes,No,No,41.6°C,258,Rabbit Syphilis
Cat,British Shorthair,16,Male,8.4,Coughing,Appetite Loss,Nasal Discharge,Fever,5 days,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,39.4°C,257,Feline Immunodeficiency Virus
Horse,Pinto,16,Female,459.5,Lameness,Swollen Joints,Lethargy,Weight Loss,6 days,No,No,No,Yes,No,Yes,Yes,No,No,38.2°C,42,Degenerative Joint Disease
Cow,Ayrshire,12,Male,553.5,Fever,Diarrhea,Lethargy,Appetite Loss,4 days,Yes,No,Yes,No,Yes,No,Yes,Yes,No,40.4°C,100,Bovine Leukemia Virus
Horse,Thoroughbred,12,Male,798.6,Lameness,Swollen Joints,Lethargy,Weight Loss,6 days,No,No,No,Yes,No,Yes,Yes,No,No,37.9°C,44,Degenerative Joint Disease
Cat,American Curl,18,Male,4.6,Coughing,Appetite Loss,Nasal Discharge,Fever,3 days,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,41.0°C,207,Feline Respiratory Disease Complex
Horse,American Quarter,11,Female,767.5,Lameness,Coughing,Appetite Loss,Fever,6 days,No,Yes,Yes,No,Yes,No,Yes,Yes,No,39.4°C,59,Equine Rhinopneumonitis
Horse,Shire,15,Male,721.3,Lameness,Fever,Skin Lesions,Appetite Loss,5 days,No,No,No,No,No,Yes,Yes,No,No,39.1°C,55,Equine Piroplasmosis
Cat,Russian Blue,5,Female,2.4,Coughing,Nasal Discharge,Eye Discharge,Appetite Loss,6 days,Yes,No,Yes,No,Yes,No,Yes,No,No,39.6°C,146,Feline Viral Rhinotracheitis
Cow,Angus,10,Female,406.1,Fever,Diarrhea,Lethargy,Appetite Loss,4 days,Yes,No,Yes,No,Yes,No,Yes,Yes,No,40.9°C,99,Bovine Leukemia Virus
Cat,Abyssinian,10,Male,5.2,Vomiting,Appetite Loss,Lethargy,Weight Loss,9 days,Yes,No,Yes,No,Yes,No,Yes,No,No,38.8°C,170,Inflammatory Bowel Disease
Rabbit,Himalayan,6,Male,1.3,Sneezing,Appetite Loss,Nasal Discharge,Fever,3 days,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,40.3°C,281,Ringworm
Goat,Saanen,6,Male,61.3,Vomiting,Diarrhea,Lethargy,Fever,5 days,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,40.8°C,100,Pneumonia
Cat,American Curl,17,Male,8.1,Coughing,Appetite Loss,Nasal Discharge,Fever,3 days,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,39.8°C,256,Feline Asthma
Horse,Tennessee Walking Horse,15,Female,463.1,Lameness,Swollen Joints,Appetite Loss,Weight Loss,7 days,No,No,Yes,Yes,No,Yes,No,Yes,No,38.4°C,44,Laminitis
Cat,Scottish Fold,4,Female,5.2,Eye Discharge,Nasal Discharge,Sneezing,Lethargy,5 days,Yes,Yes,No,No,No,Yes,No,Yes,Yes,39.7°C,142,Feline Respiratory Infection
Sheep,Rambouillet,4,Female,56.6,Coughing,Appetite Loss,Lethargy,Fever,4 days,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,41.1°C,100,Bluetongue
Pig,Yorkshire,6,Male,103.3,Coughing,Appetite Loss,Lethargy,Nasal Discharge,6 days,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,39.7°C,68,Swine Erysipelas
Sheep,Suffolk,9,Male,80.2,Swollen Joints,Coughing,Appetite Loss,Lethargy,5 days,Yes,Yes,No,Yes,No,Yes,Yes,No,No,38.7°C,73,Bluetongue Virus
Horse,Pinto,24,Male,635.3,Lameness,Swollen Legs,Appetite Loss,Fever,8 days,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,38.7°C,48,Equine Infectious Anemia
Pig,Yorkshire,7,Female,225.8,Coughing,Appetite Loss,Lethargy,Fever,5 days,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,40.4°C,96,Porcine Circovirus Disease
Sheep,Dorper,3,Female,79.4,Coughing,Appetite Loss,Lethargy,Fever,5 days,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,40.2°C,110,Bluetongue
Cow,Hereford,1,Female,486.5,Coughing,Appetite Loss,Lethargy,Fever,10 days,Yes,No,Yes,No,Yes,Yes,No,Yes,No,40.5°C,76,Johne's Disease
Pig,Berkshire,4,Male,187.6,Coughing,Nasal Discharge,Appetite Loss,Lethargy,6 days,Yes,Yes,No,No,Yes,No,Yes,Yes,No,38.9°C,65,Actinobacillus Pleuropneumonia
Horse,Shetland Pony,11,Male,534.5,Lameness,Appetite Loss,Swollen Legs,Coughing,6 days,No,Yes,Yes,Yes,No,No,Yes,Yes,No,38.1°C,35,Equine West Nile Virus
Cat,Maine Coon,17,Female,3.6,Appetite Loss,Weight Loss,Vomiting,Lethargy,4 days,Yes,Yes,No,No,No,No,Yes,No,No,38.6°C,168,Feline Leukemia
Dog,Doberman Pinscher,12,Male,37.6,Lethargy,Vomiting,Appetite Loss,Fever,4 days,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,40.7°C,132,Canine Infectious Hepatitis
Goat,LaMancha,4,Male,86.3,Diarrhea,Dehydration,Lethargy,Appetite Loss,5 days,Yes,Yes,No,No,No,Yes,No,Yes,Yes,39.6°C,71,Giardiasis
Goat,Alpine,4,Female,48.6,Vomiting,Diarrhea,Lethargy,Fever,5 days,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,41.0°C,110,Caprine Arthritis
Cow,Hereford,8,Male,587.6,Coughing,Appetite Loss,Lethargy,Fever,4 days,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,40.7°C,93,Bovine Parainfluenza
Rabbit,Holland Lop,1,Male,2.4,Nasal Discharge,Lethargy,Appetite Loss,Sneezing,4 days,Yes,No,Yes,No,Yes,No,Yes,No,No,38.8°C,216,Pasteurellosis
Cat,Bombay,8,Female,4.8,Appetite Loss,Vomiting,Eye Discharge,Lethargy,2 days,No,Yes,No,No,No,No,Yes,No,Yes,38.6°C,204,Conjunctivitis
Sheep,Dorset,4,Female,61.9,Swollen Joints,Appetite Loss,Lethargy,Coughing,5 days,Yes,Yes,No,Yes,No,Yes,No,Yes,No,38.7°C,84,Caseous Lymphadenitis
Goat,Saanen,8,Female,97.1,Vomiting,Diarrhea,Lethargy,Fever,5 days,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,40.8°C,93,Caprine Arthritis
Cat,British Shorthair,3,Male,2.5,Coughing,Appetite Loss,Nasal Discharge,Fever,5 days,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,41.3°C,264,Feline Panleukopenia Virus
Sheep,Corriedale,9,Male,117.1,Coughing,Appetite Loss,Lethargy,Fever,5 days,Yes,Yes,No,Yes,No,No,Yes,Yes,No,40.5°C,86,Contagious Abortion
Cow,Shorthorn,9,Male,724.2,Weight Loss,Reduced Milk Production,Appetite Loss,Lethargy,10 days,Yes,Yes,No,Yes,No,Yes,No,No,Yes,39.4°C,76,Johne's Disease
Dog,Siberian Husky,13,Female,25.4,Lethargy,Vomiting,Appetite Loss,Fever,3 days,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,40.7°C,169,Parvovirus
Sheep,Finnsheep,8,Female,135.4,Swollen Joints,Appetite Loss,Lethargy,Coughing,5 days,Yes,Yes,No,Yes,No,Yes,No,Yes,No,38.5°C,77,Caseous Lymphadenitis
Pig,Pietrain,3,Female,205.6,Vomiting,Diarrhea,Appetite Loss,Fever,5 days,No,Yes,No,Yes,Yes,No,No,Yes,Yes,41.1°C,112,Porcine Epidemic Diarrhea
Sheep,Southdown,3,Male,48.7,Swollen Joints,Coughing,Appetite Loss,Lethargy,5 days,Yes,No,No,Yes,Yes,Yes,No,Yes,No,39.1°C,79,Blue Tongue
Sheep,Romney,2,Male,138.1,Coughing,Appetite Loss,Lethargy,Fever,7 days,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,41.6°C,88,Scrapie Disease
Cow,Red Poll,10,Female,701.0,Appetite Loss,Lethargy,Diarrhea,Dehydration,5 days,Yes,No,No,Yes,No,No,Yes,No,No,39.8°C,83,Bovine Coccidiosis
Horse,Tennessee Walking Horse,20,Male,560.1,Lameness,Swollen Legs,Appetite Loss,Fever,9 days,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,38.6°C,49,Equine Laminitis
Cow,Angus,7,Female,608.3,Coughing,Appetite Loss,Lethargy,Fever,4 days,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,41.5°C,77,Bovine Parainfluenza
Pig,Chester White,5,Male,71.4,Coughing,Appetite Loss,Lethargy,Fever,6 days,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,40.3°C,82,Swine Fever
Horse,Quarter Horse,25,Male,793.1,Lameness,Fever,Coughing,Nasal Discharge,1 week,Yes,No,No,Yes,No,Yes,No,Yes,No,38.9°C,45,Strangles
Sheep,Lincoln,4,Male,101.2,Coughing,Appetite Loss,Lethargy,Fever,5 days,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,40.7°C,93,Blue Tongue Virus
Rabbit,English Spot,1,Male,4.2,Sneezing,Nasal Discharge,Appetite Loss,Lethargy,5 days,No,Yes,No,Yes,Yes,No,No,Yes,No,39.1°C,218,Snuffles
Cat,Manx,17,Male,2.2,Vomiting,Diarrhea,Lethargy,Appetite Loss,5 days,Yes,Yes,Yes,No,No,No,No,No,No,39.6°C,167,Panleukopenia
Sheep,Border Leicester,2,Female,122.8,Coughing,Labored Breathing,Nasal Discharge,Fever,4 days,Yes,No,No,Yes,No,Yes,Yes,No,No,41.0°C,97,Pneumonia
Cow,Hereford,4,Male,568.7,Coughing,Appetite Loss,Lethargy,Fever,5 days,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,40.0°C,76,Bovine Respiratory Disease
Rabbit,Himalayan,8,Female,4.3,Sneezing,Appetite Loss,Nasal Discharge,Fever,2 days,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,40.9°C,258,Pasteurellosis
Goat,Saanen,8,Female,67.1,Diarrhea,Dehydration,Lethargy,Appetite Loss,5 days,Yes,No,Yes,No,No,Yes,No,No,Yes,39.5°C,86,Coccidiosis
Horse,Tennessee Walking Horse,25,Female,544.9,Appetite Loss,Lethargy,Labored Breathing,Coughing,10 days,No,No,Yes,Yes,No,No,Yes,Yes,No,37.3°C,33,Equine Pneumonia
Dog,German Shepherd,5,Male,20.9,Lethargy,Vomiting,Diarrhea,Appetite Loss,6 days,Yes,No,Yes,Yes,No,No,No,No,Yes,38.2°C,68,Canine Hepatitis
Rabbit,Mini Lop,1,Female,1.3,Sneezing,Appetite Loss,Fever,Nasal Discharge,3 days,Yes,Yes,No,Yes,No,No,Yes,No,Yes,41.8°C,283,Rabbit Hemorrhagic Disease
Pig,Chester White,4,Female,237.4,Coughing,Appetite Loss,Lethargy,Fever,4 days,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,41.8°C,109,Porcine Epidemic Diarrhea Virus
Cow,Jersey,9,Female,404.3,Lethargy,Diarrhea,Appetite Loss,Dehydration,6 days,Yes,No,No,No,No,Yes,No,No,No,38.3°C,61,Bovine Viral Diarrhea
Cow,Charolais,11,Female,728.2,Weight Loss,Reduced Milk Production,Lethargy,Appetite Loss,7 days,Yes,No,Yes,No,Yes,Yes,No,No,No,39.3°C,52,Tuberculosis
Dog,Doberman Pinscher,14,Female,20.7,Lethargy,Vomiting,Appetite Loss,Fever,3 days,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,40.8°C,163,Canine Heartworm Disease
Pig,Large White,6,Male,161.1,Coughing,Appetite Loss,Lethargy,Fever,6 days,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,40.8°C,111,Swine Flu
Sheep,Merino,1,Male,138.6,Coughing,Appetite Loss,Lethargy,Fever,6 days,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,40.1°C,109,Bluetongue Virus
Cat,Maine Coon,9,Female,5.1,Eye Discharge,Nasal Discharge,Sneezing,Lethargy,4 days,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,39.4°C,157,Feline Herpesvirus
Sheep,Lincoln,8,Male,108.4,Coughing,Labored Breathing,Nasal Discharge,Fever,4 days,Yes,No,No,Yes,No,Yes,Yes,No,No,40.6°C,93,Pneumonia
Goat,Nigerian Dwarf,3,Female,50.6,Vomiting,Diarrhea,Lethargy,Fever,6 days,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,40.9°C,110,Caprine Viral Arthritis
Horse,Welsh Pony,23,Male,591.0,Lameness,Swollen Legs,Appetite Loss,Fever,6 days,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,39.8°C,53,Equine Herpesvirus
Rabbit,English Lop,5,Male,2.6,Sneezing,Nasal Discharge,Lethargy,Appetite Loss,3 days,Yes,No,Yes,Yes,No,Yes,No,No,Yes,40.4°C,172,Upper Respiratory Infection
Pig,Yorkshire,5,Male,156.7,Coughing,Appetite Loss,Lethargy,Fever,6 days,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,41.0°C,105,Swine Fever
Rabbit,Dutch,4,Male,3.7,Nasal Discharge,Appetite Loss,Lethargy,Fever,3 days,Yes,Yes,No,No,Yes,No,Yes,Yes,No,41.9°C,247,Rabbit Syphilis
Pig,Large White,1,Male,66.8,Coughing,Appetite Loss,Lethargy,Fever,5 days,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,41.8°C,85,Porcine Circovirus Disease
Pig,Large White,8,Female,186.0,Coughing,Appetite Loss,Nasal Discharge,Lethargy,3 days,Yes,No,Yes,No,Yes,No,Yes,No,Yes,39.0°C,64,Porcine Respiratory Disease Complex
Dog,Labrador Retriever,15,Male,35.2,Lameness,Swelling,Appetite Loss,Fever,10 days,Yes,No,No,No,No,Yes,No,No,No,40.0°C,158,Arthritis
Sheep,Suffolk,6,Female,108.3,Coughing,Appetite Loss,Lethargy,Fever,4 days,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,40.4°C,108,Maedi-Visna
Cat,Abyssinian,17,Female,8.3,Coughing,Appetite Loss,Nasal Discharge,Fever,5 days,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,39.7°C,239,Feline Immunodeficiency Virus
Sheep,Lincoln,1,Male,118.1,Coughing,Appetite Loss,Lethargy,Fever,6 days,Yes,Yes,No,Yes,No,Yes,Yes,No,No,40.6°C,94,Contagious Ecthyma
Cat,Persian,7,Female,8.3,Vomiting,Appetite Loss,Lethargy,Weight Loss,9 days,Yes,No,Yes,No,Yes,No,Yes,No,No,38.9°C,168,Inflammatory Bowel Disease
Cow,Shorthorn,6,Male,556.1,Fever,Nasal Discharge,Labored Breathing,Coughing,5 days,Yes,No,No,Yes,Yes,No,No,Yes,No,40.2°C,89,Foot and Mouth Disease
Pig,Poland China,5,Male,69.9,Coughing,Appetite Loss,Lethargy,Fever,3 days,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,40.6°C,92,Porcine Epidemic Diarrhea
Cat,Maine Coon,13,Female,2.8,Lethargy,Vomiting,Appetite Loss,Weight Loss,5 days,Yes,No,No,Yes,Yes,No,Yes,No,No,38.7°C,180,Hyperthyroidism
Cow,Simmental,3,Male,674.1,Fever,Nasal Discharge,Labored Breathing,Coughing,5 days,Yes,No,No,Yes,Yes,No,No,Yes,No,40.3°C,84,Foot and Mouth Disease
Dog,Dalmatian,9,Female,42.4,Lameness,Fever,Skin Lesions,Lethargy,8 days,Yes,No,No,No,No,Yes,Yes,No,No,40.5°C,142,Tick-Borne Disease
Horse,Arabian,2,Female,763.6,Lameness,Fever,Skin Lesions,Appetite Loss,5 days,No,No,No,No,No,Yes,Yes,No,No,39.3°C,52,Equine Piroplasmosis
Sheep,Romney,7,Female,108.1,Coughing,Appetite Loss,Lethargy,Fever,6 days,Yes,No,Yes,No,Yes,Yes,No,Yes,No,41.2°C,106,Blue Tongue Disease
Cat,Siberian,17,Male,7.1,Vomiting,Appetite Loss,Lethargy,Diarrhea,4 days,Yes,Yes,Yes,No,No,No,No,No,No,39.4°C,187,Intestinal Parasites
Sheep,Leicester Longwool,6,Female,124.6,Coughing,Appetite Loss,Lethargy,Fever,7 days,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,39.9°C,89,Scrapie Disease
Horse,Shetland Pony,9,Female,546.8,Lameness,Swollen Legs,Appetite Loss,Fever,6 days,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,40.4°C,53,Equine Infectious Anemia
Sheep,Finnsheep,6,Female,103.9,Swollen Joints,Coughing,Appetite Loss,Lethargy,5 days,Yes,No,No,Yes,Yes,Yes,No,Yes,No,38.9°C,79,Blue Tongue
Goat,Alpine,1,Female,44.4,Nasal Discharge,Fever,Weight Loss,Appetite Loss,5 days,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,40.6°C,85,Caprine Respiratory Disease
Dog,Boxer,7,Female,12.9,Lethargy,Appetite Loss,Coughing,Vomiting,5 days,Yes,Yes,No,Yes,No,No,No,No,No,38.9°C,84,Kennel Cough
Goat,Nubian,11,Male,34.8,Vomiting,Diarrhea,Lethargy,Fever,5 days,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,40.2°C,110,Foot-and-Mouth Disease
Horse,Appaloosa,23,Male,328.7,Lameness,Swollen Legs,Appetite Loss,Fever,5 days,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,39.8°C,51,Equine Metabolic Syndrome
Dog,Labrador Retriever,12,Male,29.3,Coughing,Labored Breathing,Fever,Nasal Discharge,8 days,Yes,No,No,Yes,No,Yes,No,Yes,Yes,40.3°C,156,Bordetella Infection
Goat,Toggenburg,11,Female,49.3,Vomiting,Diarrhea,Lethargy,Fever,6 days,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,41.3°C,104,Caprine Respiratory Disease
Dog,Dachshund,7,Male,25.7,Coughing,Appetite Loss,Lethargy,Fever,4 days,Yes,No,Yes,Yes,No,No,Yes,Yes,No,41.1°C,132,Canine Influenza
Dog,Yorkshire Terrier,7,Female,23.4,Vomiting,Lethargy,Appetite Loss,Coughing,6 days,Yes,Yes,No,Yes,No,No,Yes,Yes,No,39.6°C,80,Canine Distemper
Cat,Siberian,12,Female,2.4,Coughing,Appetite Loss,Nasal Discharge,Fever,6 days,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,40.0°C,212,Feline Leukemia Virus
Cat,Russian Blue,6,Female,2.6,Vomiting,Appetite Loss,Lethargy,Fever,4 days,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,40.5°C,257,Feline Leukemia Virus
Pig,Yorkshire,8,Female,220.9,Coughing,Appetite Loss,Lethargy,Fever,5 days,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,40.9°C,110,African Swine Fever
Cow,Belted Galloway,4,Male,707.1,Fever,Nasal Discharge,Decreased Milk Yield,Lethargy,7 days,Yes,No,No,Yes,No,Yes,No,No,No,40.0°C,85,Bovine Respiratory Syncytial Virus
Cat,Manx,16,Male,7.8,Coughing,Appetite Loss,Nasal Discharge,Fever,5 days,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,41.0°C,233,Feline Chlamydiosis
Cow,Holstein,7,Female,424.8,Lethargy,Fever,Decreased Milk Yield,Nasal Discharge,8 days,Yes,No,No,Yes,No,No,No,No,No,40.6°C,88,Mastitis
Cow,Shorthorn,5,Male,358.4,Fever,Diarrhea,Lethargy,Appetite Loss,4 days,Yes,No,Yes,No,Yes,No,Yes,Yes,No,40.9°C,103,Bovine Leukemia Virus
Cow,Aberdeen Angus,7,Female,393.8,Coughing,Appetite Loss,Lethargy,Fever,4 days,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,40.2°C,81,Bovine Respiratory Disease Complex
Horse,Percheron,19,Female,499.5,Lameness,Swollen Legs,Appetite Loss,Fever,6 days,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,39.3°C,49,Equine Encephalitis
Cat,Scottish Fold,17,Female,8.7,Lethargy,Appetite Loss,Weight Loss,Dehydration,8 days,Yes,Yes,Yes,No,No,No,Yes,Yes,No,39.1°C,212,Feline Renal Disease
Cow,Guernsey,10,Male,718.0,Coughing,Appetite Loss,Lethargy,Fever,4 days,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,39.9°C,77,Bovine Parainfluenza
Cat,Siamese,16,Male,7.9,Nasal Discharge,Appetite Loss,Lethargy,Fever,5 days,Yes,Yes,No,Yes,No,No,Yes,Yes,No,41.3°C,238,Feline Coronavirus
Sheep,Cheviot,4,Male,82.1,Coughing,Appetite Loss,Lethargy,Fever,7 days,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,39.7°C,97,Foot-and-Mouth Disease
Pig,Yorkshire,2,Male,72.4,Vomiting,Fever,Appetite Loss,Lethargy,5 days,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,40.3°C,83,Actinobacillus Suis
Dog,Labrador,10,Female,40.8,Vomiting,Diarrhea,Appetite Loss,Lethargy,6 days,Yes,No,Yes,Yes,No,No,Yes,No,No,37.9°C,128,Canine Parvovirus
Cat,Devon Rex,1,Female,6.5,Coughing,Appetite Loss,Nasal Discharge,Fever,5 days,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,40.9°C,229,Feline Immunodeficiency Virus
Rabbit,Mini Rex,3,Male,2.7,Sneezing,Nasal Discharge,Appetite Loss,Lethargy,5 days,No,Yes,No,Yes,Yes,No,No,Yes,No,39.6°C,153,Snuffles
Dog,Dachshund,6,Male,4.6,Lethargy,Vomiting,Appetite Loss,Fever,3 days,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,41.1°C,142,Canine Heartworm Disease
